Date,Adj. Close,HL_PCT,PCT_change,Adj. Volume
1990-03-26,6.06,0.0,3.1489361702127594,282800.0
1990-03-27,6.06,0.0,0.9999999999999934,275200.0
1990-03-28,5.94,5.218855218855212,-0.9999999999999934,429200.0
1990-03-29,5.875,1.1063829787234107,1.118760757314981,189000.0
1990-03-30,5.94,0.0,2.237521514629962,90200.0
1990-04-02,5.625,4.444444444444445,-2.1739130434782608,65200.0
1990-04-03,5.875,1.1063829787234107,0.0,167600.0
1990-04-04,5.875,2.127659574468085,-1.0942760942761007,149800.0
1990-04-05,5.81,2.237521514629962,0.0,121600.0
1990-04-06,5.625,3.288888888888882,-3.1841652323579965,144800.0
1990-04-09,5.25,7.142857142857142,-5.575539568345317,526800.0
1990-04-10,5.19,2.312138728323684,-2.259887005649703,238000.0
1990-04-11,5.75,0.0,9.523809523809524,471600.0
1990-04-12,5.81,2.237521514629962,-2.1885521885522015,425000.0
1990-04-16,5.75,3.304347826086963,-1.032702237521508,407000.0
1990-04-17,5.56,2.338129496402892,0.0,362800.0
1990-04-18,5.56,1.169064748201446,-1.1555555555555626,117400.0
1990-04-19,5.56,0.0,0.0,89800.0
1990-04-20,5.94,0.0,6.834532374100734,1281400.0
1990-04-23,5.69,4.393673110720562,-4.2087542087542085,219400.0
1990-04-24,5.75,1.0434782608695583,0.0,558400.0
1990-04-25,5.56,7.913669064748209,-3.304347826086963,665600.0
1990-04-26,5.75,1.0434782608695583,0.0,463000.0
1990-04-27,6.125,2.0408163265306123,6.521739130434782,531400.0
1990-04-30,6.44,2.8726708074534097,-1.829268292682915,1288600.0
1990-05-01,6.625,1.8867924528301887,0.0,651400.0
1990-05-02,6.56,1.981707317073183,-0.9811320754717041,681000.0
1990-05-03,6.625,1.8867924528301887,-0.9715994020926815,356600.0
1990-05-04,6.56,1.981707317073183,-0.9811320754717041,390800.0
1990-05-07,6.69,1.7937219730941585,0.9811320754717041,1727400.0
1990-05-08,6.875,1.8181818181818181,1.8518518518518516,1172400.0
1990-05-09,7.31,0.8891928864569137,5.331412103746387,1184400.0
1990-05-10,7.56,0.859788359788365,2.508474576271181,945800.0
1990-05-11,7.375,3.389830508474576,-3.278688524590164,429200.0
1990-05-14,7.5,3.3333333333333335,1.694915254237288,812400.0
1990-05-15,7.31,2.599179206566353,-0.8813559322033951,137600.0
1990-05-16,7.31,0.8891928864569137,0.8275862068965464,186400.0
1990-05-17,7.69,1.5604681404421223,0.0,884200.0
1990-05-18,7.875,1.5873015873015872,0.8322663252240767,733400.0
1990-05-21,8.25,1.5151515151515151,4.761904761904762,1036800.0
1990-05-22,8.19,3.0525030525030528,-1.4440433212996509,787000.0
1990-05-23,8.5,2.235294117647053,3.785103785103791,1187400.0
1990-05-24,8.81,0.0,3.647058823529418,580200.0
1990-05-25,8.31,3.790613718411546,-2.235294117647053,696600.0
1990-05-29,8.44,0.0,0.7761194029850687,139800.0
1990-05-30,8.125,5.35384615384616,-4.411764705882353,590600.0
1990-05-31,8.06,2.3573200992555767,0.0,424400.0
